Tinh/TP,Quan/Huyen,PN,WC,area,floor,Tien_ich,price_
TP Hồ Chí Minh,Bình Tân,,3.0,70.0,4.0,1,930.0
TP Hồ Chí Minh,Tân Bình,5.0,0.0,44.0,5.0,3,6.3
TP Hồ Chí Minh,Thủ Đức,6.0,,85.0,2.0,2,6.4
TP Hồ Chí Minh,Bình Tân,4.0,3.0,32.0,4.0,1,335.0
TP Hồ Chí Minh,Thủ Đức,4.0,,132.0,3.0,1,5.9
TP Hồ Chí Minh,Tân Phú,2.0,3.0,47.0,3.0,3,6.1
Hải Phòng,Lê Chân,2.0,2.0,250.0,2.0,1,70.0
TP Hồ Chí Minh,Bình Tân,1.0,3.0,32.0,1.0,1,1.3
TP Hồ Chí Minh,Tân Bình,,8.0,309.0,7.0,1,30.0
TP Hồ Chí Minh,Tân Bình,,8.0,145.0,1.0,3,16.0
TP Hồ Chí Minh,Tân Bình,5.0,8.0,90.0,4.0,5,15.0
TP Hồ Chí Minh,Tân Bình,3.0,8.0,47.0,2.0,1,7.4
TP Hồ Chí Minh,Tân Bình,,8.0,347.0,11.0,1,185.0
TP Hồ Chí Minh,Gò Vấp,3.0,8.0,60.0,2.0,1,7.8
Tiền Giang,Châu Thành,,,110.0,2.0,2,1.5
TP Hồ Chí Minh,Gò Vấp,2.0,8.0,50.0,2.0,1,6.7
Đồng Nai,Biên Hòa,2.0,,30.0,1.0,2,0.9
TP Hồ Chí Minh,Gò Vấp,4.0,8.0,80.0,4.0,2,5.6
TP Hồ Chí Minh,Gò Vấp,3.0,8.0,70.0,3.0,3,4.7
TP Hồ Chí Minh,Hóc Môn,2.0,0.0,60.0,2.0,5,1.0
TP Hồ Chí Minh,Quận 12,,8.0,400.0,6.0,2,33.0
Thừa Thiên Huế,Huế,,,80.0,3.0,0,3.7
Thừa Thiên Huế,Huế,4.0,4.0,208.0,3.0,4,5.9
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,61.0,2.0,2,5.8
TP Hồ Chí Minh,Bình Tân,,3.0,30.0,1.0,0,930.0
Đồng Nai,Vĩnh Cửu,4.0,2.0,90.0,1.0,3,1.3
TP Hồ Chí Minh,Thủ Đức,5.0,0.0,49.0,3.0,1,5.1
TP Hồ Chí Minh,Bình Tân,2.0,3.0,30.0,2.0,2,2.8
Đồng Nai,Vĩnh Cửu,4.0,,90.0,2.0,3,0.8
TP Hồ Chí Minh,Bình Tân,,3.0,30.0,1.0,1,245.0
TP Hồ Chí Minh,Thủ Đức,2.0,2.0,55.0,1.0,1,3.0
TP Hồ Chí Minh,Bình Tân,,3.0,48.0,2.0,0,3.2
TP Hồ Chí Minh,Phú Nhuận,,,128.0,1.0,1,63.0
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,54.0,2.0,1,5.4
Hà Nội,Hoàng Mai,,,40.0,5.0,2,2.7
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,51.0,2.0,1,5.0
Thừa Thiên Huế,Huế,3.0,3.0,85.0,2.0,1,3.7
TP Hồ Chí Minh,Thủ Đức,,,125.0,3.0,3,6.3
TP Hồ Chí Minh,Tân Bình,,,91.0,3.0,1,9.2
TP Hồ Chí Minh,Quận 7,2.0,2.0,55.0,3.0,2,6.8
TP Hồ Chí Minh,Quận 7,2.0,2.0,75.0,4.0,2,5.6
Hải Phòng,Hồng Bàng,4.0,3.0,47.0,1.0,5,4.2
TP Hồ Chí Minh,Thủ Đức,6.0,0.0,102.0,2.0,3,4.7
Hải Phòng,Lê Chân,2.0,2.0,60.0,2.0,1,10.6
TP Hồ Chí Minh,Tân Phú,,,168.0,9.0,2,43.0
TP Hồ Chí Minh,Thủ Đức,,,102.0,2.0,0,7.0
Hà Nội,Hai Bà Trưng,3.0,0.0,72.0,1.0,3,8.7
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,35.0,2.0,0,3.3
TP Hồ Chí Minh,Quận 9,6.0,5.0,240.0,3.0,1,17.5
Cần Thơ,Ninh Kiều,4.0,4.0,244.0,3.0,1,5.95
TP Hồ Chí Minh,Thủ Đức,4.0,3.0,91.0,3.0,3,7.2
TP Hồ Chí Minh,Quận 7,4.0,4.0,50.0,3.0,1,7.8
TP Hồ Chí Minh,Quận 7,2.0,2.0,55.0,2.0,2,6.6
Hà Nội,Đống Đa,5.0,4.0,42.0,1.0,1,5.9
Hà Nội,Hoàng Mai,3.0,,30.0,5.0,2,3.5
Hà Nội,Cầu Giấy,3.0,,36.0,4.0,1,4.6
Đà Nẵng,Thanh Khê,4.0,0.0,65.0,3.0,4,6.5
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,25.0,4.0,1,4.8
TP Hồ Chí Minh,Quận 5,4.0,3.0,39.0,3.0,5,6.5
TP Hồ Chí Minh,Gò Vấp,2.0,3.0,34.0,2.0,2,4.9
TP Hồ Chí Minh,Quận 8,7.0,,48.0,3.0,3,6.9
Hà Nội,Ba Đình,4.0,4.0,30.0,6.0,0,3.9
TP Hồ Chí Minh,Quận 10,3.0,3.0,40.0,3.0,3,6.8
TP Hồ Chí Minh,Quận 8,,,89.0,5.0,1,7.6
TP Hồ Chí Minh,Thủ Đức,4.0,5.0,73.5,4.0,4,9.8
Đồng Nai,Vĩnh Cửu,,,96.0,2.0,2,820.0
TP Hồ Chí Minh,Quận 1,,,92.0,1.0,0,32.0
Cần Thơ,Ninh Kiều,2.0,2.0,80.0,2.0,3,2.1
TP Hồ Chí Minh,Bình Thạnh,5.0,4.0,38.0,5.0,1,5.9
TP Hồ Chí Minh,Quận 10,6.0,4.0,46.0,4.0,4,7.0
Đà Nẵng,Thanh Khê,3.0,0.0,85.0,2.0,2,4.2
TP Hồ Chí Minh,Thủ Đức,,,138.0,2.0,3,5.9
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,87.0,2.0,4,4.8
Hà Nội,Long Biên,,,7255.0,6.0,3,12.0
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,52.0,2.0,3,7.4
Đà Nẵng,Hải Châu,,,51.2,2.0,3,9.0
TP Hồ Chí Minh,Tân Bình,,,61.0,3.0,2,5.7
Đà Nẵng,Ngũ Hành Sơn,2.0,,100.0,1.0,0,6.4
TP Hồ Chí Minh,Thủ Đức,18.0,,124.0,4.0,1,12.8
TP Hồ Chí Minh,Bình Thạnh,,,120.0,1.0,2,7.3
TP Hồ Chí Minh,Gò Vấp,2.0,0.0,30.0,2.0,3,2.1
TP Hồ Chí Minh,Bình Thạnh,15.0,15.0,370.0,1.0,1,48.0
TP Hồ Chí Minh,Bình Thạnh,6.0,,100.0,3.0,4,9.9
Cần Thơ,Bình Thủy,2.0,2.0,100.0,1.0,2,2.7
Hà Nội,Cầu Giấy,3.0,4.0,35.0,5.0,2,4.1
Cần Thơ,Ninh Kiều,2.0,2.0,109.0,1.0,3,2.4
Cần Thơ,Ninh Kiều,2.0,2.0,105.0,2.0,2,2.7
Cần Thơ,Cái Răng,3.0,2.0,359.0,1.0,1,2.69
Hà Nội,Long Biên,3.0,2.0,42.0,5.0,1,3.1
Hà Nội,Thanh Xuân,6.0,6.0,52.0,1.0,2,6.4
Hà Nội,Thanh Xuân,3.0,4.0,35.0,1.0,1,5.1
TP Hồ Chí Minh,Tân Phú,3.0,,65.0,2.0,2,5.1
TP Hồ Chí Minh,Tân Phú,4.0,5.0,70.0,4.0,1,8.4
TP Hồ Chí Minh,Tân Bình,4.0,5.0,56.0,5.0,5,7.7
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,34.0,2.0,3,4.3
TP Hồ Chí Minh,Quận 2,5.0,,90.0,4.0,2,17.0
TP Hồ Chí Minh,Quận 12,3.0,,50.0,1.0,2,3.0
TP Hồ Chí Minh,Gò Vấp,3.0,,45.0,4.0,3,5.2
TP Hồ Chí Minh,Gò Vấp,3.0,4.0,43.0,3.0,2,5.7
TP Hồ Chí Minh,Thủ Đức,3.0,,97.0,2.0,4,7.3
Quảng Nam,Hội An,3.0,2.0,167.0,2.0,0,2.7
TP Hồ Chí Minh,Quận 8,2.0,2.0,30.0,3.0,1,3.8
TP Hồ Chí Minh,Gò Vấp,2.0,3.0,55.0,2.0,0,4.9
Hà Nội,Đống Đa,3.0,3.0,62.0,5.0,3,6.8
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,165.0,1.0,1,16.0
Đồng Nai,Vĩnh Cửu,4.0,2.0,128.0,1.0,2,1.7
Hà Nội,Hai Bà Trưng,4.0,,50.0,6.0,4,8.4
Hà Nội,Cầu Giấy,4.0,3.0,65.0,4.0,3,6.6
Hà Nội,Cầu Giấy,3.0,4.0,36.0,5.0,2,4.4
TP Hồ Chí Minh,Gò Vấp,3.0,,79.0,2.0,1,8.8
TP Hồ Chí Minh,Gò Vấp,,,43.0,2.0,4,4.2
TP Hồ Chí Minh,Phú Nhuận,1.0,0.0,36.0,1.0,3,2.3
Hà Nội,Hai Bà Trưng,4.0,4.0,42.0,4.0,2,16.5
Hà Nội,Hai Bà Trưng,3.0,3.0,64.0,2.0,3,7.1
Hà Nội,Thanh Xuân,24.0,24.0,75.0,1.0,1,15.2
TP Hồ Chí Minh,Thủ Đức,3.0,0.0,60.0,2.0,3,6.5
Hà Nội,Ba Đình,,,30.0,5.0,1,4.6
TP Hồ Chí Minh,Gò Vấp,1.0,1.0,111.0,1.0,4,9.4
Thừa Thiên Huế,Huế,3.0,3.0,110.0,2.0,0,5.6
Tiền Giang,Châu Thành,3.0,3.0,182.0,2.0,3,2.1
TP Hồ Chí Minh,Gò Vấp,3.0,4.0,70.0,5.0,1,8.8
Đồng Nai,Biên Hòa,4.0,2.0,100.0,2.0,3,0.8
Hà Nội,Nam Từ Liêm,6.0,6.0,55.0,1.0,1,20.0
Hà Nội,Long Biên,4.0,4.0,76.0,4.0,3,8.1
Hà Nội,Long Biên,5.0,5.0,61.0,1.0,2,82.0
Tiền Giang,Châu Thành,3.0,3.0,100.0,1.0,0,0.7
Hà Nội,Hai Bà Trưng,4.0,5.0,60.0,1.0,0,8.4
Hà Nội,Hai Bà Trưng,,,95.0,4.0,2,20.0
Tiền Giang,Châu Thành,3.0,3.0,107.8,1.0,0,2.8
TP Hồ Chí Minh,Tân Bình,2.0,2.0,49.0,2.0,4,5.0
Bình Dương,Bàu Bàng,2.0,3.0,100.0,1.0,3,1.9
TP Hồ Chí Minh,Quận 10,,,66.0,3.0,3,3.3
TP Hồ Chí Minh,Quận 3,,,190.0,4.0,3,8.9
TP Hồ Chí Minh,Bình Tân,,,42.0,2.0,3,5.3
TP Hồ Chí Minh,Bình Tân,,,64.0,2.0,4,5.4
TP Hồ Chí Minh,Bình Tân,4.0,,64.0,4.0,4,7.9
TP Hồ Chí Minh,Bình Tân,,,40.0,4.0,6,4.8
TP Hồ Chí Minh,Bình Tân,4.0,,68.0,4.0,6,7.1
TP Hồ Chí Minh,Bình Thạnh,2.0,3.0,44.0,4.0,0,5.1
TP Hồ Chí Minh,Bình Tân,,,40.0,4.0,4,4.7
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,52.0,2.0,1,4.1
TP Hồ Chí Minh,Bình Tân,,,80.0,2.0,5,5.6
TP Hồ Chí Minh,Tân Phú,,,93.0,1.0,2,7.9
Hà Nội,Hai Bà Trưng,5.0,6.0,45.0,1.0,3,6.0
Hà Nội,Thanh Trì,,,70.0,2.0,0,4.1
Đồng Nai,Biên Hòa,10.0,10.0,155.0,6.0,1,23.0
Đà Nẵng,Hải Châu,,,75.9,1.0,2,5.2
Bình Dương,Tân Uyên,2.0,3.0,61.0,1.0,0,3.5
Bình Dương,Tân Uyên,2.0,3.0,60.0,2.0,4,3.0
Hà Nội,Hà Đông,10.0,,50.0,6.0,0,6.7
Đồng Nai,Vĩnh Cửu,3.0,0.0,126.0,2.0,3,1.3
Bắc Ninh,Từ Sơn,,,90.0,1.0,1,5.4
TP Hồ Chí Minh,Thủ Đức,3.0,,97.0,2.0,2,7.0
TP Hồ Chí Minh,Quận 10,5.0,4.0,25.0,5.0,2,5.9
Hà Nội,Đống Đa,3.0,,20.0,5.0,1,2.7
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,90.0,5.0,3,10.0
Hà Nội,Đống Đa,3.0,3.0,41.0,3.0,1,5.0
Hà Nội,Cầu Giấy,3.0,4.0,35.0,5.0,4,3.3
TP Hồ Chí Minh,Thủ Đức,3.0,0.0,72.0,2.0,4,4.3
TP Hồ Chí Minh,Thủ Đức,2.0,,88.0,1.0,3,4.2
TP Hồ Chí Minh,Quận 5,2.0,2.0,25.0,2.0,2,4.3
Hà Nội,Long Biên,,,32.0,5.0,0,3.9
TP Hồ Chí Minh,Bình Thạnh,4.0,4.0,78.0,1.0,3,10.0
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,46.0,3.0,2,9.6
Đà Nẵng,Sơn Trà,2.0,3.0,53.0,1.0,1,2.6
TP Hồ Chí Minh,Thủ Đức,,,126.0,1.0,3,8.7
Đà Nẵng,Thanh Khê,3.0,3.0,85.0,2.0,4,4.9
TP Hồ Chí Minh,Quận 10,2.0,2.0,30.0,2.0,1,1.2
Bình Dương,Thuận An,3.0,3.0,164.0,3.0,3,3.0
TP Hồ Chí Minh,Quận 9,3.0,4.0,136.0,3.0,1,19.0
TP Hồ Chí Minh,Thủ Đức,3.0,0.0,123.0,2.0,0,5.7
Hà Nội,Long Biên,,,43.0,6.0,2,7.3
TP Hồ Chí Minh,Thủ Đức,,,209.0,1.0,4,8.5
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,62.0,2.0,1,4.2
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,80.0,3.0,1,8.3
Hà Nội,Long Biên,5.0,4.0,203.0,3.0,1,22.0
Hà Nội,Long Biên,3.0,3.0,80.0,4.0,1,17.5
Hà Nội,Long Biên,2.0,6.0,248.0,6.0,1,36.0
TP Hồ Chí Minh,Tân Bình,3.0,,82.0,1.0,1,8.5
Hà Nội,Tây Hồ,,,100.0,6.0,1,11.8
Hà Nội,Hà Đông,,,30.0,4.0,2,2.3
TP Hồ Chí Minh,Tân Phú,5.0,5.0,64.0,4.0,0,6.6
TP Hồ Chí Minh,Bình Thạnh,5.0,7.0,904.0,4.0,1,139.0
TP Hồ Chí Minh,Bình Tân,4.0,4.0,50.0,4.0,2,6.0
TP Hồ Chí Minh,Thủ Đức,6.0,7.0,90.0,4.0,4,11.5
TP Hồ Chí Minh,Bình Thạnh,,,96.0,2.0,3,7.6
Đà Nẵng,Sơn Trà,6.0,6.0,198.0,6.0,1,24.0
TP Hồ Chí Minh,Bình Tân,,,92.0,2.0,4,5.9
TP Hồ Chí Minh,Bình Tân,4.0,,58.0,4.0,6,5.4
Đồng Nai,Biên Hòa,6.0,3.0,500.0,3.0,2,25.0
TP Hồ Chí Minh,Bình Tân,,,36.0,3.0,5,4.2
TP Hồ Chí Minh,Bình Tân,4.0,0.0,54.0,1.0,2,4.4
Hà Nội,Hà Đông,,,55.0,2.0,0,3.6
Hà Nội,Cầu Giấy,4.0,3.0,40.0,4.0,0,4.7
Thừa Thiên Huế,Huế,,,80.0,3.0,2,2.7
TP Hồ Chí Minh,Bình Tân,,,100.0,6.0,4,10.4
TP Hồ Chí Minh,Bình Tân,4.0,4.0,54.6,3.0,4,5.3
Hà Nội,Long Biên,,,70.0,1.0,1,7.0
TP Hồ Chí Minh,Quận 9,2.0,0.0,93.0,2.0,2,5.6
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,100.0,6.0,1,9.6
TP Hồ Chí Minh,Tân Phú,6.0,,40.0,3.0,1,4.5
Hà Nội,Hà Đông,,,36.0,1.0,1,1.7
TP Hồ Chí Minh,Quận 9,3.0,0.0,81.0,2.0,2,5.9
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,48.0,3.0,3,5.6
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,42.0,4.0,5,4.8
TP Hồ Chí Minh,Bình Tân,5.0,5.0,60.0,4.0,2,7.1
TP Hồ Chí Minh,Thủ Đức,3.0,,120.0,1.0,2,3.9
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,62.0,4.0,2,6.7
Hà Nội,Thanh Xuân,,,44.0,1.0,2,4.0
Hà Nội,Thanh Xuân,,,28.0,3.0,2,4.3
Hà Nội,Thanh Xuân,,,51.0,4.0,1,5.6
TP Hồ Chí Minh,Tân Phú,5.0,4.0,86.0,3.0,2,9.5
TP Hồ Chí Minh,Quận 10,,,80.0,1.0,0,25.0
Tiền Giang,Châu Thành,3.0,3.0,18264.0,2.0,0,2.11
TP Hồ Chí Minh,Quận 9,,,99.0,1.0,2,3.4
TP Hồ Chí Minh,Gò Vấp,7.0,7.0,52.0,5.0,1,6.8
TP Hồ Chí Minh,Bình Chánh,3.0,0.0,180.0,1.0,2,9.9
Thừa Thiên Huế,Huế,2.0,1.0,82.0,1.0,0,3.3
TP Hồ Chí Minh,Quận 7,,,403.0,4.0,1,27.0
TP Hồ Chí Minh,Gò Vấp,2.0,,46.0,2.0,3,3.2
TP Hồ Chí Minh,Quận 9,2.0,2.0,52.0,2.0,0,4.9
Long An,Đức Hòa,3.0,,103.0,1.0,3,2.1
Hà Nội,Hai Bà Trưng,10.0,6.0,95.0,1.0,4,45.0
Hà Nội,Hoàn Kiếm,6.0,7.0,60.0,7.0,2,22.5
Đồng Nai,Biên Hòa,6.0,6.0,120.0,1.0,3,7.5
TP Hồ Chí Minh,Quận 9,2.0,2.0,50.0,2.0,0,4.3
Hà Nội,Ba Đình,10.0,10.0,80.0,6.0,5,8.1
Hà Nội,Long Biên,,,30.0,5.0,2,2.5
TP Hồ Chí Minh,Quận 1,,,142.0,1.0,1,72.0
Hà Nội,Hoàng Mai,4.0,3.0,68.0,1.0,3,5.4
Hà Nội,Cầu Giấy,,,100.0,8.0,0,39.0
Hà Nội,Đống Đa,,,100.0,8.0,0,58.0
Đà Nẵng,Thanh Khê,2.0,1.0,62.2,1.0,0,3.0
Hà Nội,Long Biên,4.0,4.0,50.0,1.0,3,8.3
TP Hồ Chí Minh,Quận 7,3.0,2.0,58.0,2.0,0,5.1
Vĩnh Phúc,Tam Dương,2.0,2.0,119.0,1.0,2,1.2
Vĩnh Phúc,Vĩnh Yên,6.0,6.0,75.0,1.0,0,5.0
Hà Nội,Tây Hồ,3.0,4.0,36.0,5.0,3,4.6
Hà Nội,Thanh Xuân,4.0,3.0,41.0,5.0,1,6.1
TP Hồ Chí Minh,Bình Thạnh,15.0,15.0,215.0,1.0,2,18.0
Hải Phòng,An Dương,3.0,3.0,60.0,3.0,1,2.9
Hải Phòng,An Dương,1.0,1.0,56.0,1.0,0,2.3
TP Hồ Chí Minh,Bình Tân,5.0,3.0,78.0,3.0,3,6.7
Hà Nội,Thanh Xuân,4.0,3.0,39.0,4.0,1,4.5
TP Hồ Chí Minh,Tân Phú,4.0,4.0,42.0,1.0,0,5.4
TP Hồ Chí Minh,Quận 12,2.0,2.0,42.0,1.0,2,2.7
Hà Nội,Cầu Giấy,,,550.0,11.0,0,350.0
Hà Nội,Thanh Xuân,,,190.0,9.0,0,83.0
Hà Nội,Đống Đa,,,540.0,9.0,1,430.0
Hà Nội,Cầu Giấy,,,210.0,8.0,0,120.0
Hà Nội,Long Biên,4.0,4.0,60.0,5.0,2,8.1
Hà Nội,Long Biên,,,65.0,7.0,3,11.2
TP Hồ Chí Minh,Thủ Đức,,,100.0,1.0,2,5.8
Hà Nội,Tây Hồ,2.0,,66.0,2.0,0,4.1
TP Hồ Chí Minh,Bình Chánh,4.0,2.0,115.0,1.0,3,3.8
TP Hồ Chí Minh,Thủ Đức,4.0,0.0,98.0,2.0,4,4.5
Đồng Nai,Biên Hòa,4.0,3.0,87.0,3.0,3,6.3
Đồng Nai,Biên Hòa,2.0,2.0,60.0,2.0,1,3.0
TP Hồ Chí Minh,Bình Tân,3.0,2.0,64.0,2.0,2,4.7
TP Hồ Chí Minh,Gò Vấp,5.0,6.0,68.0,5.0,0,8.8
TP Hồ Chí Minh,Gò Vấp,1.0,1.0,125.0,2.0,1,9.9
Hà Nội,Đống Đa,4.0,,55.0,6.0,1,22.5
Hà Nội,Thanh Xuân,3.0,,44.0,4.0,1,10.0
Bắc Ninh,Từ Sơn,,,120.0,3.0,2,6.2
TP Hồ Chí Minh,Thủ Đức,10.0,11.0,120.0,3.0,1,9.8
Khánh Hòa,Cam Ranh,,,120.0,1.0,4,7.2
TP Hồ Chí Minh,Tân Phú,3.0,4.0,38.0,5.0,3,5.5
Hà Nội,Bắc Từ Liêm,3.0,0.0,70.0,3.0,3,9.6
Hà Nội,Hà Đông,3.0,4.0,33.0,5.0,3,2.6
Hà Nội,Tây Hồ,3.0,4.0,35.0,6.0,3,4.8
TP Hồ Chí Minh,Thủ Đức,3.0,0.0,115.0,2.0,3,4.7
Hà Nội,Ba Đình,3.0,,39.0,1.0,1,3.9
TP Hồ Chí Minh,Quận 10,6.0,,377.0,1.0,0,75.0
Hà Nội,Cầu Giấy,4.0,4.0,60.0,4.0,4,10.0
TP Hồ Chí Minh,Thủ Đức,,,93.0,3.0,2,7.5
Đà Nẵng,Sơn Trà,3.0,3.0,75.0,3.0,5,4.6
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,41.0,2.0,1,3.0
Hà Nội,Long Biên,4.0,6.0,62.0,6.0,1,11.5
Hà Nội,Đống Đa,3.0,3.0,50.0,1.0,4,4.7
TP Hồ Chí Minh,Quận 9,4.0,4.0,200.0,3.0,0,22.0
Hà Nội,Long Biên,,,65.0,6.0,1,10.1
TP Hồ Chí Minh,Tân Bình,,,56.0,1.0,2,7.2
TP Hồ Chí Minh,Tân Bình,2.0,2.0,55.0,5.0,2,5.2
TP Hồ Chí Minh,Tân Bình,6.0,5.0,133.0,4.0,2,23.0
TP Hồ Chí Minh,Tân Phú,3.0,3.0,57.0,3.0,2,6.3
TP Hồ Chí Minh,Quận 12,2.0,2.0,54.0,1.0,4,3.4
Hà Nội,Hoàn Kiếm,4.0,4.0,30.0,6.0,1,18.0
Đồng Nai,Vĩnh Cửu,2.0,2.0,72.0,2.0,1,1.3
TP Hồ Chí Minh,Quận 3,,,120.0,1.0,1,27.2
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,46.0,2.0,1,4.6
TP Hồ Chí Minh,Quận 10,4.0,3.0,24.0,4.0,2,7.0
TP Hồ Chí Minh,Bình Thạnh,,,192.0,1.0,0,17.5
TP Hồ Chí Minh,Quận 10,3.0,3.0,70.5,5.0,1,25.0
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,92.0,1.0,2,4.6
TP Hồ Chí Minh,Tân Phú,3.0,2.0,50.0,2.0,5,3.5
Hà Nội,Hà Đông,3.0,3.0,30.0,5.0,2,3.2
Hà Nội,Hà Đông,,,26.0,5.0,3,2.4
TP Hồ Chí Minh,Bình Thạnh,3.0,,99.0,2.0,1,5.8
TP Hồ Chí Minh,Tân Bình,,,75.0,1.0,2,8.8
TP Hồ Chí Minh,Quận 8,5.0,0.0,50.0,4.0,3,7.4
Hà Nội,Hoàn Kiếm,4.0,5.0,30.0,6.0,1,18.0
Hà Nội,Tây Hồ,,,33.0,5.0,1,5.9
Hà Nội,Tây Hồ,3.0,4.0,35.0,6.0,4,5.5
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,25.0,3.0,2,3.8
Hà Nội,Đống Đa,5.0,5.0,41.0,5.0,1,4.7
TP Hồ Chí Minh,Quận 12,2.0,1.0,43.0,1.0,1,1.7
Đà Nẵng,Thanh Khê,10.0,10.0,800.0,6.0,1,150.0
Đà Nẵng,Sơn Trà,3.0,3.0,80.0,3.0,4,5.0
TP Hồ Chí Minh,Gò Vấp,1.0,1.0,89.0,1.0,1,6.8
TP Hồ Chí Minh,Quận 9,,,605.0,1.0,3,2.0
TP Hồ Chí Minh,Bình Tân,3.0,2.0,72.0,3.0,3,5.6
TP Hồ Chí Minh,Quận 3,,,60.0,6.0,0,40.2
Hà Nội,Đống Đa,3.0,3.0,20.0,5.0,1,1.9
Hà Nội,Bắc Từ Liêm,3.0,4.0,35.0,1.0,3,3.3
TP Hồ Chí Minh,Tân Phú,3.0,3.0,30.0,3.0,4,3.5
Hà Nội,Hai Bà Trưng,,,65.0,6.0,5,10.3
TP Hồ Chí Minh,Quận 9,3.0,4.0,131.0,3.0,0,16.9
TP Hồ Chí Minh,Thủ Đức,2.0,,78.0,2.0,2,4.3
TP Hồ Chí Minh,Tân Bình,4.0,4.0,51.0,5.0,3,7.5
TP Hồ Chí Minh,Quận 11,5.0,,50.0,5.0,3,8.4
TP Hồ Chí Minh,Quận 7,5.0,3.0,63.0,1.0,1,7.4
TP Hồ Chí Minh,Thủ Đức,4.0,0.0,151.0,3.0,2,8.7
TP Hồ Chí Minh,Quận 7,3.0,2.0,38.0,1.0,0,6.8
Hà Nội,Thanh Xuân,3.0,,46.0,4.0,1,5.7
Đà Nẵng,Thanh Khê,3.0,2.0,70.0,1.0,1,1.8
TP Hồ Chí Minh,Quận 9,2.0,,57.0,2.0,1,3.4
TP Hồ Chí Minh,Bình Thạnh,9.0,,260.0,3.0,2,17.9
Hà Nội,Hà Đông,6.0,5.0,52.0,6.0,2,7.1
Hà Nội,Hà Đông,,,35.0,4.0,2,2.5
TP Hồ Chí Minh,Quận 8,4.0,,82.0,5.0,4,11.9
Đà Nẵng,Sơn Trà,2.0,2.0,80.0,2.0,5,3.9
TP Hồ Chí Minh,Quận 9,2.0,2.0,60.0,2.0,0,2.9
Hà Nội,Hai Bà Trưng,3.0,4.0,45.0,1.0,0,2.9
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,90.0,4.0,2,16.35
TP Hồ Chí Minh,Phú Nhuận,3.0,4.0,25.0,1.0,2,5.0
TP Hồ Chí Minh,Phú Nhuận,3.0,4.0,60.0,1.0,2,10.2
TP Hồ Chí Minh,Bình Thạnh,1.0,1.0,42.0,2.0,4,2.2
TP Hồ Chí Minh,Hóc Môn,2.0,,108.0,2.0,1,2.5
Hà Nội,Long Biên,6.0,5.0,190.0,4.0,1,41.0
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,53.0,2.0,0,5.5
Hà Nội,Long Biên,3.0,4.0,30.0,5.0,1,3.2
Hà Nội,Cầu Giấy,6.0,,62.0,7.0,5,22.0
Hà Nội,Hà Đông,4.0,3.0,30.0,5.0,2,4.2
TP Hồ Chí Minh,Hóc Môn,2.0,,75.0,2.0,2,1.1
TP Hồ Chí Minh,Tân Bình,3.0,3.0,52.0,3.0,4,7.9
TP Hồ Chí Minh,Quận 12,2.0,1.0,75.0,1.0,0,4.2
TP Hồ Chí Minh,Phú Nhuận,,,180.0,1.0,2,12.95
Hà Nội,Tây Hồ,3.0,4.0,34.0,6.0,0,5.9
TP Hồ Chí Minh,Phú Nhuận,,,140.0,1.0,2,11.4
TP Hồ Chí Minh,Quận 8,17.0,0.0,64.0,5.0,3,8.4
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,45.0,5.0,3,6.8
TP Hồ Chí Minh,Thủ Đức,3.0,,63.0,2.0,1,5.9
TP Hồ Chí Minh,Gò Vấp,5.0,5.0,78.0,4.0,3,7.3
Gia Lai,Chư Păh,2.0,1.0,40.0,1.0,3,1.0
Hà Nội,Đống Đa,,,60.0,4.0,1,23.8
TP Hồ Chí Minh,Hóc Môn,1.0,,45.0,1.0,3,1.0
Hà Nội,Thanh Xuân,3.0,,22.0,1.0,3,1.7
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,82.0,2.0,2,3.7
Hà Nội,Ba Đình,2.0,2.0,50.0,1.0,5,5.6
TP Hồ Chí Minh,Gò Vấp,7.0,7.0,56.0,5.0,3,7.1
TP Hồ Chí Minh,Thủ Đức,2.0,,67.0,1.0,1,5.0
